mi.mitnumber,mi.modification,mi.number,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_,valid_date,sticker_num
77385-20,Нет модификации,0034210076,С-В/06-09-2021/95479405,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479405,2021-09-06T00:00:00Z,1774872421187190791,2022-09-05T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210010,С-В/06-09-2021/95479407,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479407,2021-09-06T00:00:00Z,1774872421188239365,2022-09-05T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210064,С-В/06-09-2021/95479408,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479408,2021-09-06T00:00:00Z,1774872421189287939,2022-09-05T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210035,С-В/06-09-2021/95479409,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479409,2021-09-06T00:00:00Z,1774872421189287941,2022-09-05T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210048,С-В/06-09-2021/95479411,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479411,2021-09-06T00:00:00Z,1774872421192433664,2022-09-05T00:00:00Z,Нет данных
72713-18,ДД-02,0030190042,202-7553-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826220,2019-09-06T12:00:00Z,1774862325506899968,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190056,202-7555-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826222,2019-09-06T12:00:00Z,1774862325506899970,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190075,202-7557-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826224,2019-09-06T12:00:00Z,1774862325518434312,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190077,202-7559-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826226,2019-09-06T12:00:00Z,1774862325519482884,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190080,202-7561-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826228,2019-09-06T12:00:00Z,1774862325547794438,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190084,202-7563-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826230,2019-09-06T12:00:00Z,1774862325557231621,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190103,202-7565-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826232,2019-09-06T12:00:00Z,1774862325593931783,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190021,202-7549-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826216,2019-09-06T12:00:00Z,1774862326115074052,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190039,202-7551-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826218,2019-09-06T12:00:00Z,1774862326116122624,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190008,202-7548-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826215,2019-09-06T12:00:00Z,1774862326117171200,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190024,202-7550-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826217,2019-09-06T12:00:00Z,1774862326117171201,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190040,202-7552-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826219,2019-09-06T12:00:00Z,1774862326117171202,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190045,202-7554-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826221,2019-09-06T12:00:00Z,1774862326117171203,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190072,202-7556-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826223,2019-09-06T12:00:00Z,1774862326117171204,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190076,202-7558-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826225,2019-09-06T12:00:00Z,1774862326117171205,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190078,202-7560-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826227,2019-09-06T12:00:00Z,1774862326118219776,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190083,202-7562-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826229,2019-09-06T12:00:00Z,1774862326118219777,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190085,202-7564-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826231,2019-09-06T12:00:00Z,1774862326118219778,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190104,202-7566-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826233,2019-09-06T12:00:00Z,1774862326118219779,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0030190105,202-7567-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-157826234,2019-09-06T12:00:00Z,1774862326118219781,2021-09-05T12:00:00Z,Нет данных
72713-18,ДД-02,0108190019,202-3045-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969804,2019-06-04T12:00:00Z,1774861701255004161,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190023,202-3049-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969808,2019-06-04T12:00:00Z,1774861701255004162,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190017,202-3043-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969802,2019-06-04T12:00:00Z,1774861701257101315,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190021,202-3047-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969806,2019-06-04T12:00:00Z,1774861701257101316,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190025,202-3051-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969810,2019-06-04T12:00:00Z,1774861701257101317,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190018,202-3044-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969803,2019-06-04T12:00:00Z,1774861701258149891,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190022,202-3048-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969807,2019-06-04T12:00:00Z,1774861701260247040,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190016,202-3042-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969801,2019-06-04T12:00:00Z,1774861701261295618,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190020,202-3046-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969805,2019-06-04T12:00:00Z,1774861701261295619,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190024,202-3050-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969809,2019-06-04T12:00:00Z,1774861701261295620,2021-06-03T12:00:00Z,Нет данных
72713-18,ДД-02,0108190008,202-3034-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969793,2019-06-03T12:00:00Z,1774861701243469826,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190012,202-3038-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969797,2019-06-03T12:00:00Z,1774861701243469827,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190006,202-3032-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969791,2019-06-03T12:00:00Z,1774861701246615553,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190010,202-3036-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969795,2019-06-03T12:00:00Z,1774861701246615554,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190011,202-3037-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969796,2019-06-03T12:00:00Z,1774861701249761285,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190007,202-3033-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969792,2019-06-03T12:00:00Z,1774861701253955589,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190015,202-3041-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969800,2019-06-03T12:00:00Z,1774861701255004160,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190009,202-3035-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969794,2019-06-03T12:00:00Z,1774861701257101313,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190013,202-3039-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969798,2019-06-03T12:00:00Z,1774861701257101314,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190014,202-3040-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-154969799,2019-06-03T12:00:00Z,1774861701258149890,2021-06-02T12:00:00Z,Нет данных
72713-18,ДД-02,0108190001,202-0513-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-147615862,2019-03-13T12:00:00Z,1774860289727004675,2021-03-12T12:00:00Z,Нет данных
72713-18,ДД-02,0108190002,202-0514-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-147615863,2019-03-13T12:00:00Z,1774860289727004676,2021-03-12T12:00:00Z,Нет данных
72713-18,ДД-02,0108190003,202-0515-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-147615864,2019-03-13T12:00:00Z,1774860289727004677,2021-03-12T12:00:00Z,Нет данных
72713-18,ДД-02,0108190004,202-0516-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-147615865,2019-03-13T12:00:00Z,1774860289727004678,2021-03-12T12:00:00Z,Нет данных
72713-18,ДД-02,0108190005,202-0517-19,Пригодно,ДД-02,Датчики атмосферного давления,2019,"ФГУП ""ВНИИМС""",True,2-147615866,2019-03-13T12:00:00Z,1774860289728053248,2021-03-12T12:00:00Z,Нет данных
72713-18,ДД-02,0008180004,202-3106-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379422,2018-12-21T12:00:00Z,1774866272200163335,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180001,202-3103-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379419,2018-12-21T12:00:00Z,1774866272200163336,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180002,202-3104-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379420,2018-12-21T12:00:00Z,1774866272200163337,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180005,202-3107-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379423,2018-12-21T12:00:00Z,1774866272201211904,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180008,202-3110-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379426,2018-12-21T12:00:00Z,1774866272201211905,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180011,202-3113-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379429,2018-12-21T12:00:00Z,1774866272201211906,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180003,202-3105-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379421,2018-12-21T12:00:00Z,1774866272201211908,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180006,202-3108-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379424,2018-12-21T12:00:00Z,1774866272201211909,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180009,202-3111-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379427,2018-12-21T12:00:00Z,1774866272201211910,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180012,202-3114-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379430,2018-12-21T12:00:00Z,1774866272201211911,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180007,202-3109-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379425,2018-12-21T12:00:00Z,1774866272201211912,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180010,202-3112-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379428,2018-12-21T12:00:00Z,1774866272201211913,2020-12-20T12:00:00Z,Нет данных
72713-18,ДД-02,0008180013,202-3115-18,Пригодно,ДД-02,Датчики атмосферного давления,2018,"ФГУП ""ВНИИМС""",True,2-149379431,2018-12-21T12:00:00Z,1774866272201211914,2020-12-20T12:00:00Z,Нет данных
