mi.mitnumber,mi.modification,mi.number,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_,valid_date,sticker_num
72713-18,Нет модификации,0034230089,С-В/17-02-2023/228851213,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851213,2023-02-17T00:00:00Z,1774960726005252108,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230088,С-В/17-02-2023/228851214,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851214,2023-02-17T00:00:00Z,1774960726005252109,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230060,С-В/17-02-2023/228851215,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851215,2023-02-17T00:00:00Z,1774960726005252110,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230087,С-В/17-02-2023/228851216,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851216,2023-02-17T00:00:00Z,1774960726005252111,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230085,С-В/17-02-2023/228851217,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851217,2023-02-17T00:00:00Z,1774960726005252112,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230084,С-В/17-02-2023/228851218,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851218,2023-02-17T00:00:00Z,1774960726005252113,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230083,С-В/17-02-2023/228851219,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851219,2023-02-17T00:00:00Z,1774960726006300672,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230082,С-В/17-02-2023/228851220,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851220,2023-02-17T00:00:00Z,1774960726006300673,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230081,С-В/17-02-2023/228851221,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851221,2023-02-17T00:00:00Z,1774960726006300674,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230080,С-В/17-02-2023/228851222,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851222,2023-02-17T00:00:00Z,1774960726007349248,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230079,С-В/17-02-2023/228851223,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851223,2023-02-17T00:00:00Z,1774960726008397824,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230078,С-В/17-02-2023/228851224,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851224,2023-02-17T00:00:00Z,1774960726008397825,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230077,С-В/17-02-2023/228851226,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851226,2023-02-17T00:00:00Z,1774960726008397826,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230076,С-В/17-02-2023/228851227,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851227,2023-02-17T00:00:00Z,1774960726008397827,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230075,С-В/17-02-2023/228851228,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851228,2023-02-17T00:00:00Z,1774960726008397828,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230074,С-В/17-02-2023/228851229,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851229,2023-02-17T00:00:00Z,1774960726008397829,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230073,С-В/17-02-2023/228851231,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851231,2023-02-17T00:00:00Z,1774960726008397830,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230072,С-В/17-02-2023/228851232,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851232,2023-02-17T00:00:00Z,1774960726008397831,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230071,С-В/17-02-2023/228851233,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851233,2023-02-17T00:00:00Z,1774960726008397832,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230070,С-В/17-02-2023/228851234,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851234,2023-02-17T00:00:00Z,1774960726008397833,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230069,С-В/17-02-2023/228851235,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851235,2023-02-17T00:00:00Z,1774960726008397834,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230068,С-В/17-02-2023/228851236,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851236,2023-02-17T00:00:00Z,1774960726008397835,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230067,С-В/17-02-2023/228851238,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851238,2023-02-17T00:00:00Z,1774960726008397836,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230066,С-В/17-02-2023/228851239,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851239,2023-02-17T00:00:00Z,1774960726008397837,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230065,С-В/17-02-2023/228851240,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851240,2023-02-17T00:00:00Z,1774960726008397838,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230064,С-В/17-02-2023/228851241,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851241,2023-02-17T00:00:00Z,1774960726008397839,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230063,С-В/17-02-2023/228851242,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851242,2023-02-17T00:00:00Z,1774960726008397840,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230062,С-В/17-02-2023/228851243,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851243,2023-02-17T00:00:00Z,1774960726008397841,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230061,С-В/17-02-2023/228851244,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851244,2023-02-17T00:00:00Z,1774960726009446400,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230054,С-В/17-02-2023/228851245,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851245,2023-02-17T00:00:00Z,1774960726009446401,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230086,С-В/17-02-2023/228851247,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851247,2023-02-17T00:00:00Z,1774960726009446402,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230056,С-В/17-02-2023/228851248,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851248,2023-02-17T00:00:00Z,1774960726009446403,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230057,С-В/17-02-2023/228851250,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851250,2023-02-17T00:00:00Z,1774960726009446404,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230058,С-В/17-02-2023/228851251,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851251,2023-02-17T00:00:00Z,1774960726009446405,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230059,С-В/17-02-2023/228851252,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851252,2023-02-17T00:00:00Z,1774960726009446406,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230096,С-В/17-02-2023/228851253,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851253,2023-02-17T00:00:00Z,1774960726009446407,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230095,С-В/17-02-2023/228851254,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851254,2023-02-17T00:00:00Z,1774960726009446408,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230094,С-В/17-02-2023/228851255,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851255,2023-02-17T00:00:00Z,1774960726009446409,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230093,С-В/17-02-2023/228851256,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851256,2023-02-17T00:00:00Z,1774960726009446410,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230092,С-В/17-02-2023/228851257,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851257,2023-02-17T00:00:00Z,1774960726009446411,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230091,С-В/17-02-2023/228851258,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851258,2023-02-17T00:00:00Z,1774960726009446412,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230090,С-В/17-02-2023/228851260,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851260,2023-02-17T00:00:00Z,1774960726009446413,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230053,С-В/17-02-2023/228851261,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851261,2023-02-17T00:00:00Z,1774960726009446414,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230052,С-В/17-02-2023/228851262,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851262,2023-02-17T00:00:00Z,1774960726009446415,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230051,С-В/17-02-2023/228851264,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851264,2023-02-17T00:00:00Z,1774960726009446416,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034200046,С-В/21-12-2022/210617813,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617813,2022-12-21T00:00:00Z,1774963184315138052,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034200044,С-В/21-12-2022/210617814,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617814,2022-12-21T00:00:00Z,1774963184315138064,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034210199,С-В/21-12-2022/210617815,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617815,2022-12-21T00:00:00Z,1774963184316186629,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034210184,С-В/21-12-2022/210617816,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617816,2022-12-21T00:00:00Z,1774963184316186634,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034210177,С-В/21-12-2022/210617817,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617817,2022-12-21T00:00:00Z,1774963184317235208,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034210173,С-В/21-12-2022/210617818,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617818,2022-12-21T00:00:00Z,1774963184321429508,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034210083,С-В/21-12-2022/210617819,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617819,2022-12-21T00:00:00Z,1774963184321429514,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034200213,С-В/21-12-2022/210617820,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617820,2022-12-21T00:00:00Z,1774963184326672386,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034200163,С-В/21-12-2022/210617821,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617821,2022-12-21T00:00:00Z,1774963184326672392,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034200053,С-В/21-12-2022/210617822,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617822,2022-12-21T00:00:00Z,1774963184327720960,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034220201,С-В/21-12-2022/210617823,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-210617823,2022-12-21T00:00:00Z,1774963184328769552,2024-12-20T00:00:00Z,
72713-18,Нет модификации,0034200194,С-В/05-12-2022/206090071,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-206090071,2022-12-05T00:00:00Z,1774962950373638159,2024-12-04T00:00:00Z,
72713-18,Нет модификации,0034200219,С-В/05-12-2022/206090072,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-206090072,2022-12-05T00:00:00Z,1774962950373638160,2024-12-04T00:00:00Z,
77385-20,Нет модификации,0034220170,С-В/17-11-2022/203227662,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-203227662,2022-11-17T00:00:00Z,1774959368883666945,2023-11-16T00:00:00Z,
72713-18,Нет модификации,0034200164,С-В/16-11-2022/205341088,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-205341088,2022-11-16T00:00:00Z,1774962941750149127,2024-11-15T00:00:00Z,
72713-18,Нет модификации,0034200154,С-В/16-11-2022/205341089,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-205341089,2022-11-16T00:00:00Z,1774962941750149128,2024-11-15T00:00:00Z,
72713-18,Нет модификации,R030200013,С-В/16-11-2022/205341090,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-205341090,2022-11-16T00:00:00Z,1774962941750149129,2024-11-15T00:00:00Z,
72713-18,Нет модификации,0034200119,С-В/10-10-2022/198201800,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201800,2022-10-10T00:00:00Z,1774962847981240323,2024-10-09T00:00:00Z,
72713-18,Нет модификации,0034200078,С-В/10-10-2022/198201802,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201802,2022-10-10T00:00:00Z,1774962847981240324,2024-10-09T00:00:00Z,
72713-18,Нет модификации,0034200076,С-В/10-10-2022/198201803,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201803,2022-10-10T00:00:00Z,1774962847981240325,2024-10-09T00:00:00Z,
72713-18,Нет модификации,R030200006,С-В/10-10-2022/198201804,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201804,2022-10-10T00:00:00Z,1774962847981240326,2024-10-09T00:00:00Z,
72713-18,Нет модификации,R030200003,С-В/10-10-2022/198201805,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201805,2022-10-10T00:00:00Z,1774962847981240327,2024-10-09T00:00:00Z,
72713-18,Нет модификации,0030190073,С-В/10-10-2022/198201807,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201807,2022-10-10T00:00:00Z,1774962847981240328,2024-10-09T00:00:00Z,
72713-18,Нет модификации,0108190019,И-В/23-09-2022/198201875,Непригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",False,1-198201875,2022-09-23T00:00:00Z,1774962847985434624,,
72713-18,Нет модификации,0030190227,И-В/23-09-2022/198201876,Непригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",False,1-198201876,2022-09-23T00:00:00Z,1774962847985434625,,
72713-18,Нет модификации,0030190048,С-В/23-09-2022/198201877,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201877,2022-09-23T00:00:00Z,1774962847985434626,2024-09-22T00:00:00Z,
72713-18,Нет модификации,0030190159,С-В/23-09-2022/198201878,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-198201878,2022-09-23T00:00:00Z,1774962847985434627,2024-09-22T00:00:00Z,
72713-18,Нет модификации,0030190038,И-В/23-09-2022/198201879,Непригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",False,1-198201879,2022-09-23T00:00:00Z,1774962847985434628,,
72713-18,Нет модификации,0034220150,С-В/21-09-2022/188780188,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780188,2022-09-21T00:00:00Z,1774962743032414209,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220151,С-В/21-09-2022/188780189,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780189,2022-09-21T00:00:00Z,1774962743032414211,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220152,С-В/21-09-2022/188780190,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780190,2022-09-21T00:00:00Z,1774962743032414212,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220153,С-В/21-09-2022/188780191,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780191,2022-09-21T00:00:00Z,1774962743032414213,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220154,С-В/21-09-2022/188780192,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780192,2022-09-21T00:00:00Z,1774962743032414214,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220155,С-В/21-09-2022/188780193,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780193,2022-09-21T00:00:00Z,1774962743032414215,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220156,С-В/21-09-2022/188780194,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780194,2022-09-21T00:00:00Z,1774962743032414217,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220157,С-В/21-09-2022/188780195,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780195,2022-09-21T00:00:00Z,1774962743032414218,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220158,С-В/21-09-2022/188780196,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780196,2022-09-21T00:00:00Z,1774962743032414219,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220159,С-В/21-09-2022/188780197,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780197,2022-09-21T00:00:00Z,1774962743032414220,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220160,С-В/21-09-2022/188780198,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780198,2022-09-21T00:00:00Z,1774962743032414221,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220161,С-В/21-09-2022/188780199,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780199,2022-09-21T00:00:00Z,1774962743032414222,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220162,С-В/21-09-2022/188780200,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780200,2022-09-21T00:00:00Z,1774962743032414223,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220163,С-В/21-09-2022/188780201,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780201,2022-09-21T00:00:00Z,1774962743032414224,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220164,С-В/21-09-2022/188780202,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780202,2022-09-21T00:00:00Z,1774962743032414225,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220165,С-В/21-09-2022/188780203,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780203,2022-09-21T00:00:00Z,1774962743033462785,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220166,С-В/21-09-2022/188780204,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780204,2022-09-21T00:00:00Z,1774962743033462786,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220167,С-В/21-09-2022/188780205,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780205,2022-09-21T00:00:00Z,1774962743033462787,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220168,С-В/21-09-2022/188780206,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780206,2022-09-21T00:00:00Z,1774962743033462788,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220170,С-В/21-09-2022/188780207,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780207,2022-09-21T00:00:00Z,1774962743033462789,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220171,С-В/21-09-2022/188780208,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780208,2022-09-21T00:00:00Z,1774962743033462791,2024-09-20T00:00:00Z,
